TransactionID,AccountID,IsAnomaly,AnomalyLabel
TX000318,AC00310,1,Normal
TX000319,AC00106,1,Normal
TX000320,AC00444,1,Normal
TX000321,AC00441,1,Normal
TX000322,AC00300,1,Normal
TX000323,AC00194,1,Normal
TX000324,AC00248,1,Normal
TX000325,AC00286,1,Normal
TX000326,AC00049,1,Normal
TX000327,AC00471,1,Normal
TX000328,AC00434,1,Normal
TX000329,AC00264,1,Normal
TX000330,AC00316,1,Normal
TX000331,AC00087,1,Normal
TX000332,AC00140,1,Normal
TX000333,AC00418,1,Normal
TX000334,AC00187,1,Normal
TX000335,AC00077,1,Normal
TX000336,AC00141,1,Normal
TX000337,AC00332,1,Normal
TX000338,AC00439,1,Normal
TX000339,AC00055,1,Normal
TX000340,AC00299,1,Normal
TX000341,AC00107,1,Normal
TX000342,AC00171,1,Normal
TX000343,AC00493,1,Normal
TX000344,AC00232,1,Normal
TX000345,AC00156,1,Normal
TX000346,AC00442,1,Normal
TX000347,AC00375,1,Normal
TX000348,AC00034,1,Normal
TX000349,AC00376,1,Normal
TX000350,AC00029,1,Normal
TX000351,AC00040,1,Normal
TX000352,AC00482,1,Normal
TX000353,AC00365,1,Normal
TX000354,AC00340,1,Normal
TX000355,AC00349,1,Normal
TX000356,AC00374,1,Normal
TX000357,AC00261,1,Normal
TX000358,AC00459,1,Normal
TX000359,AC00331,1,Normal
TX000360,AC00165,1,Normal
TX000361,AC00397,1,Normal
TX000362,AC00192,1,Normal
TX000363,AC00063,1,Normal
TX000364,AC00478,1,Normal
TX000365,AC00272,1,Normal
TX000366,AC00092,1,Normal
TX000367,AC00332,1,Normal
TX000368,AC00087,1,Normal
TX000369,AC00327,1,Normal
TX000370,AC00269,1,Normal
TX000371,AC00177,1,Normal
TX000372,AC00322,1,Normal
TX000373,AC00069,1,Normal
TX000374,AC00264,1,Normal
TX000375,AC00014,1,Normal
TX000376,AC00316,1,Normal
TX000377,AC00131,1,Normal
TX000378,AC00232,1,Normal
TX000379,AC00410,1,Normal
TX000380,AC00488,1,Normal
TX000381,AC00329,1,Normal
TX000382,AC00021,1,Normal
TX000383,AC00188,1,Normal
TX000384,AC00341,1,Normal
TX000385,AC00090,1,Normal
TX000386,AC00456,1,Normal
TX000387,AC00322,1,Normal
TX000388,AC00135,1,Normal
TX000389,AC00279,1,Normal
TX000390,AC00210,1,Normal
TX000391,AC00251,1,Normal
TX000392,AC00116,1,Normal
TX000393,AC00131,1,Normal
TX000394,AC00265,1,Normal
TX000395,AC00326,-1,Potential Fraud
TX000396,AC00411,1,Normal
TX000397,AC00039,1,Normal
TX000398,AC00293,1,Normal
TX000399,AC00306,1,Normal
TX000400,AC00285,1,Normal
TX000401,AC00145,1,Normal
TX000402,AC00128,1,Normal
TX000403,AC00292,1,Normal
TX000404,AC00020,1,Normal
TX000405,AC00229,1,Normal
TX000406,AC00053,1,Normal
TX000407,AC00401,1,Normal
TX000408,AC00208,1,Normal
TX000409,AC00177,1,Normal
TX000410,AC00136,1,Normal
TX000411,AC00029,1,Normal
TX000412,AC00210,1,Normal
TX000413,AC00421,1,Normal
TX000414,AC00400,1,Normal
TX000415,AC00495,1,Normal
TX000416,AC00301,1,Normal
TX000417,AC00434,1,Normal
TX000418,AC00274,1,Normal
TX000419,AC00365,1,Normal
TX000420,AC00480,1,Normal
TX000421,AC00318,1,Normal
TX000422,AC00235,1,Normal
TX000423,AC00333,1,Normal
TX000424,AC00262,1,Normal
TX000425,AC00267,1,Normal
TX000426,AC00490,1,Normal
TX000427,AC00229,1,Normal
TX000428,AC00196,1,Normal
TX000429,AC00182,1,Normal
TX000430,AC00357,1,Normal
TX000431,AC00443,1,Normal
TX000432,AC00499,1,Normal
TX000433,AC00285,1,Normal
TX000434,AC00475,1,Normal
TX000435,AC00217,1,Normal
TX000436,AC00452,1,Normal
TX000437,AC00357,1,Normal
TX000438,AC00080,1,Normal
TX000439,AC00493,1,Normal
TX000440,AC00420,1,Normal
TX000441,AC00040,1,Normal
TX000442,AC00351,1,Normal
TX000443,AC00070,1,Normal
TX000444,AC00273,1,Normal
TX000445,AC00280,1,Normal
TX000446,AC00480,1,Normal
TX000447,AC00122,1,Normal
TX000448,AC00072,1,Normal
TX000449,AC00093,1,Normal
TX000450,AC00407,1,Normal
TX000451,AC00495,1,Normal
TX000452,AC00119,1,Normal
TX000453,AC00271,1,Normal
TX000454,AC00235,1,Normal
TX000455,AC00264,1,Normal
TX000456,AC00307,1,Normal
TX000457,AC00434,1,Normal
TX000458,AC00290,1,Normal
TX000459,AC00021,1,Normal
TX000460,AC00499,1,Normal
TX000461,AC00148,1,Normal
TX000462,AC00200,1,Normal
TX000463,AC00074,1,Normal
TX000464,AC00417,1,Normal
TX000465,AC00182,1,Normal
TX000466,AC00177,1,Normal
TX000467,AC00063,1,Normal
TX000468,AC00300,1,Normal
TX000469,AC00218,1,Normal
TX000470,AC00036,1,Normal
TX000471,AC00371,1,Normal
TX000472,AC00398,1,Normal
TX000473,AC00213,1,Normal
TX000474,AC00464,1,Normal
TX000475,AC00219,1,Normal
TX000476,AC00464,1,Normal
TX000477,AC00442,1,Normal
TX000478,AC00054,1,Normal
TX000479,AC00392,1,Normal
TX000480,AC00350,1,Normal
TX000481,AC00306,1,Normal
TX000482,AC00229,1,Normal
TX000483,AC00148,1,Normal
TX000484,AC00305,1,Normal
TX000485,AC00329,1,Normal
TX000486,AC00400,1,Normal
TX000487,AC00148,1,Normal
TX000488,AC00128,1,Normal
TX000489,AC00463,1,Normal
TX000490,AC00256,1,Normal
TX000491,AC00166,1,Normal
TX000492,AC00318,1,Normal
TX000493,AC00213,1,Normal
TX000494,AC00075,1,Normal
TX000495,AC00498,1,Normal
TX000496,AC00039,1,Normal
TX000497,AC00114,1,Normal
TX000498,AC00326,1,Normal
TX000499,AC00450,1,Normal
TX000500,AC00325,1,Normal
TX000501,AC00433,1,Normal
TX000502,AC00284,1,Normal
TX000503,AC00103,1,Normal
TX000504,AC00080,1,Normal
TX000505,AC00052,1,Normal
TX000506,AC00095,1,Normal
TX000507,AC00327,1,Normal
TX000508,AC00491,1,Normal
TX000509,AC00353,-1,Potential Fraud
TX000510,AC00266,1,Normal
TX000511,AC00167,1,Normal
TX000512,AC00153,1,Normal
TX000513,AC00012,1,Normal
TX000514,AC00469,1,Normal
TX000515,AC00127,1,Normal
TX000516,AC00480,1,Normal
TX000517,AC00092,1,Normal
TX000518,AC00122,1,Normal
TX000519,AC00067,1,Normal
TX000520,AC00014,1,Normal
TX000521,AC00098,1,Normal
TX000522,AC00345,1,Normal
TX000523,AC00360,1,Normal
TX000524,AC00043,1,Normal
TX000525,AC00295,1,Normal
TX000526,AC00313,1,Normal
TX000527,AC00173,1,Normal
TX000528,AC00364,1,Normal
TX000529,AC00339,1,Normal
TX000530,AC00265,1,Normal
TX000531,AC00369,1,Normal
TX000532,AC00033,1,Normal
TX000533,AC00077,1,Normal
TX000534,AC00437,1,Normal
TX000535,AC00152,1,Normal
TX000536,AC00161,1,Normal
TX000537,AC00125,1,Normal
TX000538,AC00311,1,Normal
TX000539,AC00183,1,Normal
TX000540,AC00407,1,Normal
TX000541,AC00093,1,Normal
TX000542,AC00314,1,Normal
TX000543,AC00467,1,Normal
TX000544,AC00316,1,Normal
TX000545,AC00145,1,Normal
TX000546,AC00045,1,Normal
TX000547,AC00005,1,Normal
TX000548,AC00456,1,Normal
TX000549,AC00041,1,Normal
TX000550,AC00257,1,Normal
TX000551,AC00356,1,Normal
TX000552,AC00465,1,Normal
TX000553,AC00158,1,Normal
TX000554,AC00086,1,Normal
TX000555,AC00322,1,Normal
TX000556,AC00433,1,Normal
TX000557,AC00083,1,Normal
TX000558,AC00402,1,Normal
TX000559,AC00317,1,Normal
TX000560,AC00030,1,Normal
TX000561,AC00114,1,Normal
TX000562,AC00301,1,Normal
TX000563,AC00216,1,Normal
TX000564,AC00223,1,Normal
TX000565,AC00413,1,Normal
TX000566,AC00086,1,Normal
TX000567,AC00216,1,Normal
TX000568,AC00240,1,Normal
TX000569,AC00298,1,Normal
TX000570,AC00460,1,Normal
TX000571,AC00424,1,Normal
TX000572,AC00434,1,Normal
TX000573,AC00471,1,Normal
TX000574,AC00461,1,Normal
TX000575,AC00188,1,Normal
TX000576,AC00013,1,Normal
TX000577,AC00345,1,Normal
TX000578,AC00013,1,Normal
TX000579,AC00296,1,Normal
TX000580,AC00192,1,Normal
TX000581,AC00378,1,Normal
TX000582,AC00205,1,Normal
TX000583,AC00475,1,Normal
TX000584,AC00022,1,Normal
TX000585,AC00150,1,Normal
TX000586,AC00362,1,Normal
TX000587,AC00170,1,Normal
TX000588,AC00429,1,Normal
TX000589,AC00418,1,Normal
TX000590,AC00144,1,Normal
TX000591,AC00449,1,Normal
TX000592,AC00057,1,Normal
TX000593,AC00426,1,Normal
TX000594,AC00039,1,Normal
TX000595,AC00051,1,Normal
TX000596,AC00471,1,Normal
TX000597,AC00039,1,Normal
TX000598,AC00274,1,Normal
TX000599,AC00095,1,Normal
TX000600,AC00211,1,Normal
TX000601,AC00184,1,Normal
TX000602,AC00436,1,Normal
TX000603,AC00107,1,Normal
TX000604,AC00203,1,Normal
TX000605,AC00398,1,Normal
TX000606,AC00312,1,Normal
TX000607,AC00225,1,Normal
TX000608,AC00150,1,Normal
TX000609,AC00413,1,Normal
TX000610,AC00479,1,Normal
TX000611,AC00078,1,Normal
TX000612,AC00242,1,Normal
TX000613,AC00149,1,Normal
TX000614,AC00084,1,Normal
TX000615,AC00466,1,Normal
TX000616,AC00359,1,Normal
TX000617,AC00023,1,Normal
TX000618,AC00366,1,Normal
TX000619,AC00170,1,Normal
TX000620,AC00130,1,Normal
TX000621,AC00183,1,Normal
TX000622,AC00219,1,Normal
TX000623,AC00354,1,Normal
TX000624,AC00290,1,Normal
TX000625,AC00425,1,Normal
TX000626,AC00370,1,Normal
TX000627,AC00454,1,Normal
TX000628,AC00403,1,Normal
TX000629,AC00358,1,Normal
TX000630,AC00296,1,Normal
TX000631,AC00393,1,Normal
TX000632,AC00223,1,Normal
TX000633,AC00487,1,Normal
TX000634,AC00215,1,Normal
TX000635,AC00275,1,Normal
TX000636,AC00482,1,Normal
TX000637,AC00357,1,Normal
TX000638,AC00026,1,Normal
TX000639,AC00416,1,Normal
TX000640,AC00058,1,Normal
TX000641,AC00170,1,Normal
TX000642,AC00262,1,Normal
TX000643,AC00032,1,Normal
TX000644,AC00131,1,Normal
TX000645,AC00176,1,Normal
TX000646,AC00139,1,Normal
TX000647,AC00056,1,Normal
TX000648,AC00276,1,Normal
TX000649,AC00447,1,Normal
TX000650,AC00143,1,Normal
TX000651,AC00139,1,Normal
TX000652,AC00208,1,Normal
TX000653,AC00426,1,Normal
TX000654,AC00423,1,Normal
TX000655,AC00381,1,Normal
TX000656,AC00458,1,Normal
TX000657,AC00014,1,Normal
TX000658,AC00071,1,Normal
TX000659,AC00054,1,Normal
TX000660,AC00182,1,Normal
TX000661,AC00257,1,Normal
TX000662,AC00006,1,Normal
TX000663,AC00424,1,Normal
TX000664,AC00131,1,Normal
TX000665,AC00133,1,Normal
TX000666,AC00393,1,Normal
TX000667,AC00361,1,Normal
TX000668,AC00092,1,Normal
TX000669,AC00049,1,Normal
TX000670,AC00023,1,Normal
TX000671,AC00323,1,Normal
TX000672,AC00372,1,Normal
TX000673,AC00497,1,Normal
TX000674,AC00130,1,Normal
TX000675,AC00034,1,Normal
TX000676,AC00286,1,Normal
TX000677,AC00232,1,Normal
TX000678,AC00182,1,Normal
TX000679,AC00136,1,Normal
TX000680,AC00101,1,Normal
TX000681,AC00328,1,Normal
TX000682,AC00356,1,Normal
TX000683,AC00312,1,Normal
TX000684,AC00242,1,Normal
TX000685,AC00123,1,Normal
TX000686,AC00071,1,Normal
TX000687,AC00370,1,Normal
TX000688,AC00330,1,Normal
TX000689,AC00218,1,Normal
TX000690,AC00437,1,Normal
TX000691,AC00287,1,Normal
TX000692,AC00418,1,Normal
TX000693,AC00465,1,Normal
TX000694,AC00011,1,Normal
TX000695,AC00432,1,Normal
TX000696,AC00240,1,Normal
TX000697,AC00497,1,Normal
TX000698,AC00026,1,Normal
TX000699,AC00277,1,Normal
TX000700,AC00116,1,Normal
TX000701,AC00367,1,Normal
TX000702,AC00030,1,Normal
TX000703,AC00111,1,Normal
TX000704,AC00220,1,Normal
TX000705,AC00295,1,Normal
TX000706,AC00137,1,Normal
TX000707,AC00004,1,Normal
TX000708,AC00442,1,Normal
TX000709,AC00201,1,Normal
TX000710,AC00462,1,Normal
TX000711,AC00390,1,Normal
TX000712,AC00297,1,Normal
TX000713,AC00173,1,Normal
TX000714,AC00382,1,Normal
TX000715,AC00175,1,Normal
TX000716,AC00035,1,Normal
TX000717,AC00219,1,Normal
TX000718,AC00416,1,Normal
TX000719,AC00467,1,Normal
TX000720,AC00465,1,Normal
TX000721,AC00102,1,Normal
TX000722,AC00119,1,Normal
TX000723,AC00418,1,Normal
TX000724,AC00237,1,Normal
TX000725,AC00279,1,Normal
TX000726,AC00067,1,Normal
TX000727,AC00043,1,Normal
TX000728,AC00012,1,Normal
TX000729,AC00244,1,Normal
TX000730,AC00395,1,Normal
TX000731,AC00253,1,Normal
TX000732,AC00394,1,Normal
TX000733,AC00457,1,Normal
TX000734,AC00046,1,Normal
TX000735,AC00011,1,Normal
TX000736,AC00045,1,Normal
TX000737,AC00181,1,Normal
TX000738,AC00149,1,Normal
TX000739,AC00288,1,Normal
TX000740,AC00014,1,Normal
TX000741,AC00153,1,Normal
TX000742,AC00164,1,Normal
TX000743,AC00159,1,Normal
TX000744,AC00360,1,Normal
TX000745,AC00326,1,Normal
TX000746,AC00110,1,Normal
TX000747,AC00110,1,Normal
TX000748,AC00257,1,Normal
TX000749,AC00145,1,Normal
TX000750,AC00455,1,Normal
TX000751,AC00282,1,Normal
TX000752,AC00045,1,Normal
TX000753,AC00390,1,Normal
TX000754,AC00032,1,Normal
TX000755,AC00153,1,Normal
TX000756,AC00460,1,Normal
TX000757,AC00154,1,Normal
TX000758,AC00190,1,Normal
TX000759,AC00156,1,Normal
TX000760,AC00005,1,Normal
TX000761,AC00126,1,Normal
TX000762,AC00201,1,Normal
TX000763,AC00165,1,Normal
TX000764,AC00420,1,Normal
TX000765,AC00329,1,Normal
TX000766,AC00037,1,Normal
TX000767,AC00293,1,Normal
TX000768,AC00481,1,Normal
TX000769,AC00233,1,Normal
TX000770,AC00235,1,Normal
TX000771,AC00324,1,Normal
TX000772,AC00029,1,Normal
TX000773,AC00093,1,Normal
TX000774,AC00141,1,Normal
TX000775,AC00061,1,Normal
TX000776,AC00092,1,Normal
TX000777,AC00354,1,Normal
TX000778,AC00358,1,Normal
TX000779,AC00078,1,Normal
TX000780,AC00013,1,Normal
TX000781,AC00030,1,Normal
TX000782,AC00074,1,Normal
TX000783,AC00399,1,Normal
TX000784,AC00323,1,Normal
TX000785,AC00107,1,Normal
TX000786,AC00211,1,Normal
TX000787,AC00297,1,Normal
TX000788,AC00102,1,Normal
TX000789,AC00196,1,Normal
TX000790,AC00342,1,Normal
TX000791,AC00027,1,Normal
TX000792,AC00339,1,Normal
TX000793,AC00468,1,Normal
TX000794,AC00262,1,Normal
TX000795,AC00425,1,Normal
TX000796,AC00161,1,Normal
TX000797,AC00417,1,Normal
TX000798,AC00208,1,Normal
TX000799,AC00304,1,Normal
TX000800,AC00166,1,Normal
TX000801,AC00279,1,Normal
TX000802,AC00114,1,Normal
TX000803,AC00411,1,Normal
TX000804,AC00380,1,Normal
TX000805,AC00272,1,Normal
TX000806,AC00202,1,Normal
TX000807,AC00053,1,Normal
TX000808,AC00316,1,Normal
TX000809,AC00422,1,Normal
TX000810,AC00083,1,Normal
TX000811,AC00125,1,Normal
TX000812,AC00227,1,Normal
TX000813,AC00292,1,Normal
TX000814,AC00319,1,Normal
TX000815,AC00431,1,Normal
TX000816,AC00365,1,Normal
TX000817,AC00050,1,Normal
TX000818,AC00129,1,Normal
TX000819,AC00366,1,Normal
TX000820,AC00452,1,Normal
TX000821,AC00339,1,Normal
TX000822,AC00389,1,Normal
TX000823,AC00188,1,Normal
TX000824,AC00039,1,Normal
TX000825,AC00319,1,Normal
TX000826,AC00077,1,Normal
TX000827,AC00131,1,Normal
TX000828,AC00180,1,Normal
TX000829,AC00249,1,Normal
TX000830,AC00454,1,Normal
TX000831,AC00076,1,Normal
TX000832,AC00386,1,Normal
TX000833,AC00444,1,Normal
TX000834,AC00307,1,Normal
TX000835,AC00397,1,Normal
TX000836,AC00078,1,Normal
TX000837,AC00348,1,Normal
TX000838,AC00169,1,Normal
TX000839,AC00007,1,Normal
TX000840,AC00009,1,Normal
TX000841,AC00065,1,Normal
TX000842,AC00362,1,Normal
TX000843,AC00444,1,Normal
TX000844,AC00106,1,Normal
TX000845,AC00241,1,Normal
TX000846,AC00092,1,Normal
TX000847,AC00173,1,Normal
TX000848,AC00363,1,Normal
TX000849,AC00185,1,Normal
TX000850,AC00370,1,Normal
TX000851,AC00124,1,Normal
TX000852,AC00412,1,Normal
TX000853,AC00068,1,Normal
TX000854,AC00321,1,Normal
TX000855,AC00302,1,Normal
TX000856,AC00217,1,Normal
TX000857,AC00298,1,Normal
TX000858,AC00327,1,Normal
TX000859,AC00054,1,Normal
TX000860,AC00403,1,Normal
TX000861,AC00397,1,Normal
TX000862,AC00383,1,Normal
TX000863,AC00450,1,Normal
TX000864,AC00086,1,Normal
TX000865,AC00156,1,Normal
TX000866,AC00418,1,Normal
TX000867,AC00263,1,Normal
TX000868,AC00009,1,Normal
TX000869,AC00436,1,Normal
